epoch,eval_accuracy,eval_loss,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,eval_weighted_f1,grad_norm,learning_rate,loss,step,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
0.005780346820809248,,,,,,,,,,3.4702460765838623,0.0,1.3055495023727417,1,,,,,
0.14450867052023122,,,,,,,,,,2.540173292160034,5.517241379310345e-06,1.3448456128438313,25,,,,,
0.28901734104046245,,,,,,,,,,5.454568862915039,1.1264367816091955e-05,1.300025177001953,50,,,,,
0.43352601156069365,,,,,,,,,,4.396390438079834,1.7011494252873563e-05,1.2592110443115234,75,,,,,
0.5780346820809249,,,,,,,,,,10.218816757202148,1.9691516709511568e-05,1.191412124633789,100,,,,,
0.7225433526011561,,,,,,,,,,28.011320114135742,1.9048843187660672e-05,0.976883544921875,125,,,,,
0.8670520231213873,,,,,,,,,,23.329309463500977,1.840616966580977e-05,0.7842408752441407,150,,,,,
1.0,0.787321063394683,0.7203369140625,0.7412058954519223,0.8113835198496182,0.709110569114957,3.0098,162.47,5.316,0.7810039271388517,,,,173,,,,,
1.0115606936416186,,,,,,,,,,12.518232345581055,1.776349614395887e-05,0.7527680206298828,175,,,,,
1.1560693641618498,,,,,,,,,,17.32749366760254,1.712082262210797e-05,0.6583329010009765,200,,,,,
1.300578034682081,,,,,,,,,,19.61892318725586,1.647814910025707e-05,0.6879921722412109,225,,,,,
1.4450867052023122,,,,,,,,,,14.192313194274902,1.583547557840617e-05,0.6363369750976563,250,,,,,
1.5895953757225434,,,,,,,,,,25.31621742248535,1.5192802056555272e-05,0.6413887023925782,275,,,,,
1.7341040462427746,,,,,,,,,,16.710365295410156,1.455012853470437e-05,0.6401248931884765,300,,,,,
1.8786127167630058,,,,,,,,,,20.628559112548828,1.3907455012853473e-05,0.6112283325195312,325,,,,,
2.0,0.7995910020449898,0.6408383250236511,0.7639610177778117,0.7677286500920022,0.7627490744592543,3.0266,161.568,5.286,0.7998018345042183,,,,346,,,,,
2.023121387283237,,,,,,,,,,20.47792625427246,1.3264781491002572e-05,0.6831731414794922,350,,,,,
2.167630057803468,,,,,,,,,,24.843786239624023,1.262210796915167e-05,0.46025054931640624,375,,,,,
2.3121387283236996,,,,,,,,,,12.42979621887207,1.1979434447300773e-05,0.5158158874511719,400,,,,,
2.4566473988439306,,,,,,,,,,21.390459060668945,1.1336760925449872e-05,0.5061590957641602,425,,,,,
2.601156069364162,,,,,,,,,,7.905017375946045,1.069408740359897e-05,0.4786350631713867,450,,,,,
2.745664739884393,,,,,,,,,,28.065616607666016,1.0051413881748073e-05,0.43686561584472655,475,,,,,
2.8901734104046244,,,,,,,,,,55.4608268737793,9.408740359897172e-06,0.4919452285766602,500,,,,,
3.0,0.8118609406952966,0.7258011102676392,0.7788693369623879,0.7891339869281045,0.7744641931127232,2.957,165.373,5.411,0.8130491101074168,,,,519,,,,,
3.0346820809248554,,,,,,,,,,5.524144172668457,8.766066838046273e-06,0.4916873550415039,525,,,,,
3.179190751445087,,,,,,,,,,28.48733901977539,8.123393316195373e-06,0.39938591003417967,550,,,,,
3.3236994219653178,,,,,,,,,,16.535091400146484,7.480719794344473e-06,0.37731128692626953,575,,,,,
3.468208092485549,,,,,,,,,,19.50950813293457,6.8380462724935734e-06,0.38358585357666014,600,,,,,
3.61271676300578,,,,,,,,,,8.635682106018066,6.195372750642674e-06,0.40663822174072267,625,,,,,
3.7572254335260116,,,,,,,,,,14.571756362915039,5.552699228791775e-06,0.4015580368041992,650,,,,,
3.901734104046243,,,,,,,,,,21.196062088012695,4.910025706940874e-06,0.3197933578491211,675,,,,,
4.0,0.8159509202453987,0.7694336175918579,0.7823738298675293,0.7945293511630995,0.7760104255113031,2.9711,164.583,5.385,0.8160234351210788,,,,692,,,,,
4.046242774566474,,,,,,,,,,23.529573440551758,4.267352185089975e-06,0.3997315216064453,700,,,,,
4.190751445086705,,,,,,,,,,10.615084648132324,3.6246786632390746e-06,0.35616466522216794,725,,,,,
4.335260115606936,,,,,,,,,,10.602394104003906,2.982005141388175e-06,0.28423261642456055,750,,,,,
4.479768786127168,,,,,,,,,,18.47429847717285,2.3393316195372753e-06,0.32410297393798826,775,,,,,
4.624277456647399,,,,,,,,,,11.376533508300781,1.6966580976863755e-06,0.3054945373535156,800,,,,,
4.76878612716763,,,,,,,,,,14.65544605255127,1.0539845758354757e-06,0.3022881507873535,825,,,,,
4.913294797687861,,,,,,,,,,5.470804691314697,4.1131105398457585e-07,0.34935386657714845,850,,,,,
5.0,0.820040899795501,0.794999897480011,0.7942072789948292,0.8063575009742893,0.7856392547046342,3.0021,162.883,5.33,0.8199619771766002,,,,865,,,,,
5.0,,,,,,,,,,,,,865,313255780940544.0,0.5870168017514179,386.6364,35.796,2.237
