iteration,train_loss,learning_rate,iterations_per_second,tokens_per_second,trained_tokens,peak_memory_gb
5180,0.039,1e-05,0.574,7.802,69470,8.775
5190,0.032,1e-05,0.574,7.749,69605,8.775
5200,0.044,1e-05,0.573,7.56,69737,8.775
5210,0.025,1e-05,0.573,7.566,69869,8.775
5220,0.013,1e-05,0.571,7.884,70007,8.775
5230,0.086,1e-05,0.571,7.654,70141,8.775
5240,0.058,1e-05,0.573,7.56,70273,8.775
5250,0.041,1e-05,0.572,7.66,70407,8.775
5260,0.086,1e-05,0.573,7.225,70533,8.775
5270,0.052,1e-05,0.575,7.814,70669,8.775
5280,0.028,1e-05,0.573,7.788,70805,8.775
5290,0.015,1e-05,0.571,7.876,70943,8.775
5300,0.015,1e-05,0.571,7.763,71079,8.775
5310,0.036,1e-05,0.574,7.807,71215,8.775
5320,0.056,1e-05,0.573,7.794,71351,8.775
5330,0.033,1e-05,0.573,7.625,71484,8.775
5340,0.004,1e-05,0.573,7.908,71622,8.775
5350,0.046,1e-05,0.573,7.677,71756,8.775
5360,0.044,1e-05,0.569,7.397,71886,8.775
5370,0.105,1e-05,0.571,7.542,72018,8.775
5380,0.037,1e-05,0.571,7.539,72150,8.775
5390,0.024,1e-05,0.561,7.519,72284,8.775
5400,0.022,1e-05,0.567,7.717,72420,8.775
5410,0.062,1e-05,0.637,8.275,72550,8.775
5420,0.028,1e-05,0.654,8.899,72686,8.775
5430,0.168,1e-05,0.656,8.395,72814,8.775
5440,0.038,1e-05,0.664,8.897,72948,8.775
5450,0.037,1e-05,0.64,8.837,73086,8.775
5460,0.009,1e-05,0.584,7.939,73222,8.775
5470,0.047,1e-05,0.59,7.667,73352,8.775
5480,0.064,1e-05,0.592,7.991,73487,8.775
5490,0.023,1e-05,0.592,8.047,73623,8.775
5500,0.065,1e-05,0.574,7.57,73755,8.775
5510,0.051,1e-05,0.611,8.426,73893,8.775
5520,0.029,1e-05,0.665,8.913,74027,8.775
5530,0.028,1e-05,0.67,9.11,74163,8.775
5540,0.082,1e-05,0.667,8.537,74291,8.775
5550,0.021,1e-05,0.67,9.251,74429,8.775
5560,0.036,1e-05,0.668,9.023,74564,8.775
5570,0.088,1e-05,0.67,8.849,74696,8.775
5580,0.031,1e-05,0.669,8.962,74830,8.775
5590,0.068,1e-05,0.643,8.485,74962,8.775
5600,0.041,1e-05,0.613,7.851,75090,8.775
5610,0.044,1e-05,0.671,9.124,75226,8.775
5620,0.01,1e-05,0.641,8.781,75363,8.775
5630,0.041,1e-05,0.606,7.999,75495,8.775
5640,0.012,1e-05,0.595,8.205,75633,8.775
5650,0.097,1e-05,0.59,7.901,75767,8.775
5660,0.021,1e-05,0.589,7.652,75897,8.775
5670,0.031,1e-05,0.592,8.173,76035,8.775
5680,0.125,1e-05,0.59,7.675,76165,8.775
5690,0.038,1e-05,0.589,8.017,76301,8.775
5700,0.057,1e-05,0.59,7.91,76435,8.775
5710,0.025,1e-05,0.591,7.913,76569,8.775
5720,0.044,1e-05,0.591,7.924,76703,8.775
5730,0.043,1e-05,0.591,7.913,76837,8.775
5740,0.011,1e-05,0.593,8.071,76973,8.775
5750,0.028,1e-05,0.589,7.892,77107,8.775
5760,0.087,1e-05,0.588,7.883,77241,8.775
5770,0.081,1e-05,0.629,8.433,77375,8.775
5780,0.091,1e-05,0.67,9.117,77511,8.775
5790,0.045,1e-05,0.655,8.318,77638,8.775
5800,0.027,1e-05,0.671,8.995,77772,8.775
5810,0.072,1e-05,0.591,7.856,77905,8.775
5820,0.019,1e-05,0.586,7.976,78041,8.775
5830,0.035,1e-05,0.628,8.169,78171,8.775
5840,0.111,1e-05,0.604,7.906,78302,8.775
5850,0.033,1e-05,0.6,7.92,78434,8.775
5860,0.019,1e-05,0.609,8.16,78568,8.775
5870,0.091,1e-05,0.588,7.878,78702,8.775
5880,0.002,1e-05,0.581,8.14,78842,8.775
5890,0.083,1e-05,0.588,7.874,78976,8.775
5900,0.049,1e-05,0.576,7.891,79113,8.775
5910,0.032,1e-05,0.584,7.822,79247,8.775
5920,0.08,1e-05,0.632,8.339,79379,8.775
5930,0.046,1e-05,0.596,8.109,79515,8.775
5940,0.099,1e-05,0.578,7.513,79645,8.775
5950,0.037,1e-05,0.568,7.389,79775,8.775
5960,0.038,1e-05,0.584,7.946,79911,8.775
5970,0.047,1e-05,0.564,7.333,80041,8.775
5980,0.051,1e-05,0.663,8.752,80173,8.775
5990,0.04,1e-05,0.666,8.721,80304,8.775
6000,0.045,1e-05,0.669,8.832,80436,8.775
6010,0.058,1e-05,0.667,8.802,80568,8.775
6020,0.009,1e-05,0.666,9.256,80707,8.775
6030,0.042,1e-05,0.67,9.11,80843,8.775
6040,0.024,1e-05,0.657,9.063,80981,8.775
6050,0.01,1e-05,0.611,8.254,81116,8.775
6060,0.046,1e-05,0.581,7.905,81252,8.775
6070,0.017,1e-05,0.582,8.037,81390,8.775
6080,0.042,1e-05,0.601,8.295,81528,8.775
6090,0.072,1e-05,0.604,7.854,81658,8.775
6100,0.033,1e-05,0.594,7.838,81790,8.775
6110,0.01,1e-05,0.584,7.823,81924,8.775
6120,0.031,1e-05,0.592,8.107,82061,8.775
6130,0.018,1e-05,0.582,8.038,82199,8.775
6140,0.062,1e-05,0.635,8.503,82333,8.775
6150,0.027,1e-05,0.572,7.785,82469,8.775
6160,0.105,1e-05,0.58,7.77,82603,8.775
6170,0.04,1e-05,0.574,7.808,82739,8.775
6180,0.027,1e-05,0.573,7.619,82872,8.775
6190,0.062,1e-05,0.565,7.573,83006,8.775
6200,0.035,1e-05,0.619,8.167,83138,8.775
6210,0.051,1e-05,0.67,8.711,83268,8.775
6220,0.01,1e-05,0.604,8.329,83406,8.775
6230,0.042,1e-05,0.636,8.647,83542,8.775
6240,0.096,1e-05,0.673,8.888,83674,8.775
6250,0.014,1e-05,0.64,8.701,83810,8.775
6260,0.01,1e-05,0.611,8.071,83942,8.775
6270,0.016,1e-05,0.624,8.485,84078,8.775
6280,0.038,1e-05,0.619,7.987,84207,8.775
6290,0.072,1e-05,0.611,8.188,84341,8.775
6300,0.025,1e-05,0.628,8.482,84476,8.775
6310,0.086,1e-05,0.615,7.929,84605,8.775
6320,0.045,1e-05,0.633,8.488,84739,8.775
6330,0.05,1e-05,0.673,8.754,84869,8.775
6340,0.064,1e-05,0.611,8.314,85005,8.775
6350,0.051,1e-05,0.628,8.289,85137,8.775
6360,0.082,1e-05,0.652,8.219,85263,8.775
6370,0.008,1e-05,0.656,8.664,85395,8.775
6380,0.059,1e-05,0.607,7.895,85525,8.775
6390,0.033,1e-05,0.634,8.502,85659,8.775
6400,0.069,1e-05,0.584,7.469,85787,8.775
6410,0.043,1e-05,0.582,7.969,85924,8.775
6420,0.03,1e-05,0.6,8.044,86058,8.775
6430,0.042,1e-05,0.62,8.184,86190,8.775
6440,0.026,1e-05,0.572,7.548,86322,8.775
6450,0.013,1e-05,0.545,7.09,86452,8.775
6460,0.033,1e-05,0.551,7.272,86584,8.775
6470,0.052,1e-05,0.635,8.63,86720,8.775
6480,0.021,1e-05,0.57,7.757,86856,8.775
6490,0.032,1e-05,0.556,7.444,86990,8.775
6500,0.019,1e-05,0.63,8.573,87126,8.775
6510,0.028,1e-05,0.595,7.967,87260,8.775
6520,0.057,1e-05,0.574,7.696,87394,8.775
6530,0.042,1e-05,0.554,7.531,87530,8.775
6540,0.051,1e-05,0.565,7.461,87662,8.775
6550,0.035,1e-05,0.601,8.057,87796,8.775
6560,0.027,1e-05,0.634,8.374,87928,8.775
6570,0.033,1e-05,0.57,7.644,88062,8.775
6580,0.047,1e-05,0.56,7.28,88192,8.775
6590,0.075,1e-05,0.551,7.158,88322,8.775
6600,0.042,1e-05,0.56,7.621,88458,8.775
6610,0.058,1e-05,0.559,7.604,88594,8.775
6620,0.007,1e-05,0.554,7.639,88732,8.775
6630,0.04,1e-05,0.547,7.439,88868,8.775
6640,0.01,1e-05,0.587,7.864,89002,8.775
6650,0.052,1e-05,0.615,8.237,89136,8.775
6660,0.044,1e-05,0.547,7.324,89270,8.775
6670,0.045,1e-05,0.55,7.15,89400,8.775
6680,0.036,1e-05,0.551,7.378,89534,8.775
6690,0.025,1e-05,0.549,7.308,89667,8.775
6700,0.032,1e-05,0.542,7.102,89798,8.775
6710,0.01,1e-05,0.547,7.44,89934,8.775
6720,0.007,1e-05,0.545,7.416,90070,8.775
6730,0.132,1e-05,0.548,7.122,90200,8.775
6740,0.027,1e-05,0.547,7.445,90336,8.775
6750,0.034,1e-05,0.574,7.69,90470,8.775
6760,0.085,1e-05,0.624,8.362,90604,8.775
6770,0.053,1e-05,0.619,8.165,90736,8.775
6780,0.044,1e-05,0.592,7.809,90868,8.775
6790,0.057,1e-05,0.659,8.57,90998,8.775
6800,0.067,1e-05,0.638,8.612,91133,8.775
6810,0.053,1e-05,0.58,7.831,91268,8.775
6820,0.039,1e-05,0.584,7.829,91402,8.775
6830,0.018,1e-05,0.573,7.792,91538,8.775
6840,0.042,1e-05,0.584,8.056,91676,8.775
6850,0.027,1e-05,0.586,7.85,91810,8.775
6860,0.021,1e-05,0.586,7.969,91946,8.775
6870,0.012,1e-05,0.585,8.076,92084,8.775
6880,0.088,1e-05,0.584,7.651,92215,8.775
6890,0.024,1e-05,0.583,7.698,92347,8.775
6900,0.04,1e-05,0.655,9.035,92485,8.775
6910,0.06,1e-05,0.581,7.668,92617,8.775
6920,0.022,1e-05,0.585,7.725,92749,8.775
6930,0.056,1e-05,0.583,7.699,92881,8.775
6940,0.056,1e-05,0.59,7.792,93013,8.775
6950,0.013,1e-05,0.583,8.048,93151,8.775
6960,0.016,1e-05,0.583,7.694,93283,8.775
6970,0.022,1e-05,0.59,8.143,93421,8.775
6980,0.016,1e-05,0.586,7.846,93555,8.775
6990,0.019,1e-05,0.587,7.98,93691,8.775
7000,0.063,1e-05,0.584,7.82,93825,8.775
7010,0.079,1e-05,0.604,8.089,93959,8.775
7020,0.051,1e-05,0.637,8.341,94090,8.775
7030,0.038,1e-05,0.59,7.789,94222,8.775
7040,0.045,1e-05,0.625,8.498,94358,8.775
7050,0.049,1e-05,0.581,7.554,94488,8.775
7060,0.051,1e-05,0.587,7.686,94619,8.775
7070,0.007,1e-05,0.588,8.237,94759,8.775
7080,0.069,1e-05,0.588,7.873,94893,8.775
7090,0.028,1e-05,0.587,7.747,95025,8.775
7100,0.049,1e-05,0.584,7.824,95159,8.775
7110,0.025,1e-05,0.58,7.654,95291,8.775
7120,0.038,1e-05,0.589,7.949,95426,8.775
7130,0.041,1e-05,0.587,7.872,95560,8.775
7140,0.044,1e-05,0.66,8.982,95696,8.775
7150,0.022,1e-05,0.655,8.776,95830,8.775
7160,0.0,1e-05,0.646,8.913,95968,8.775
7170,0.055,1e-05,0.66,8.85,96102,8.775
7180,0.029,1e-05,0.647,8.674,96236,8.775
7190,0.024,1e-05,0.666,9.06,96372,8.775
7200,0.054,1e-05,0.664,8.837,96505,8.775
7210,0.088,1e-05,0.665,8.912,96639,8.775
7220,0.02,1e-05,0.662,8.877,96773,8.775
7230,0.032,1e-05,0.664,9.159,96911,8.775
7240,0.014,1e-05,0.663,8.949,97046,8.775
7250,0.067,1e-05,0.645,8.383,97176,8.775
7260,0.023,1e-05,0.663,8.878,97310,8.775
7270,0.067,1e-05,0.66,9.046,97447,8.775
7280,0.026,1e-05,0.662,8.807,97580,8.775
7290,0.061,1e-05,0.662,8.865,97714,8.775
7300,0.012,1e-05,0.662,9.13,97852,8.775
7310,0.029,1e-05,0.662,9.132,97990,8.775
7320,0.064,1e-05,0.664,8.83,98123,8.775
7330,0.014,1e-05,0.663,9.016,98259,8.775
7340,0.033,1e-05,0.661,8.989,98395,8.775
7350,0.019,1e-05,0.658,8.821,98529,8.775
7360,0.036,1e-05,0.659,8.962,98665,8.775
7370,0.09,1e-05,0.662,8.875,98799,8.775
7380,0.041,1e-05,0.662,8.873,98933,8.775
7390,0.021,1e-05,0.662,9.0,99069,8.775
7400,0.012,1e-05,0.663,9.013,99205,8.775
7410,0.048,1e-05,0.661,8.929,99340,8.775
7420,0.05,1e-05,0.662,8.602,99470,8.775
7430,0.016,1e-05,0.663,9.012,99606,8.775
7440,0.02,1e-05,0.661,8.992,99742,8.775
7450,0.053,1e-05,0.664,8.771,99874,8.775
7460,0.152,1e-05,0.663,8.35,100000,8.775
7470,0.034,1e-05,0.662,8.799,100133,8.775
7480,0.019,1e-05,0.663,8.617,100263,8.775
7490,0.059,1e-05,0.664,8.627,100393,8.775
7500,0.051,1e-05,0.663,8.756,100525,8.775
7510,0.046,1e-05,0.659,8.963,100661,8.775
7520,0.019,1e-05,0.65,8.583,100793,8.775
7530,0.03,1e-05,0.659,8.826,100927,8.775
7540,0.092,1e-05,0.66,8.311,101053,8.775
7550,0.027,1e-05,0.661,8.86,101187,8.775
7560,0.028,1e-05,0.661,9.119,101325,8.775
7570,0.026,1e-05,0.661,8.664,101456,8.775
7580,0.063,1e-05,0.662,8.601,101586,8.775
7590,0.012,1e-05,0.658,8.821,101720,8.775
7600,0.005,1e-05,0.661,8.985,101856,8.775
7610,0.014,1e-05,0.658,8.944,101992,8.775
7620,0.033,1e-05,0.663,8.878,102126,8.775
7630,0.086,1e-05,0.66,8.839,102260,8.775
7640,0.013,1e-05,0.662,8.208,102384,8.775
7650,0.013,1e-05,0.659,8.831,102518,8.775
7660,0.019,1e-05,0.662,9.009,102654,8.775
7670,0.022,1e-05,0.662,8.998,102790,8.775
7680,0.021,1e-05,0.662,8.742,102922,8.775
7690,0.034,1e-05,0.662,9.133,103060,8.775
7700,0.077,1e-05,0.66,8.916,103195,8.775
7710,0.047,1e-05,0.661,8.857,103329,8.775
7720,0.036,1e-05,0.662,8.872,103463,8.775
7730,0.052,1e-05,0.662,8.807,103596,8.775
7740,0.072,1e-05,0.66,8.576,103726,8.775
7750,0.031,1e-05,0.66,8.712,103858,8.775
7760,0.046,1e-05,0.661,8.721,103990,8.775
7770,0.047,1e-05,0.659,8.967,104126,8.775
7780,0.045,1e-05,0.662,9.263,104266,8.775
7790,0.004,1e-05,0.661,8.986,104402,8.775
7800,0.041,1e-05,0.662,8.739,104534,8.775
7810,0.02,1e-05,0.66,8.847,104668,8.775
7820,0.008,1e-05,0.659,8.957,104804,8.775
7830,0.026,1e-05,0.661,8.797,104937,8.775
7840,0.006,1e-05,0.62,8.427,105073,8.775
7850,0.053,1e-05,0.572,7.668,105207,8.775
7860,0.061,1e-05,0.582,7.677,105339,8.775
7870,0.022,1e-05,0.569,7.396,105469,8.775
7880,0.011,1e-05,0.571,7.649,105603,8.775
7890,0.022,1e-05,0.595,8.097,105739,8.775
7900,0.026,1e-05,0.563,7.714,105876,8.775
7910,0.035,1e-05,0.567,7.707,106012,8.775
7920,0.066,1e-05,0.564,7.331,106142,8.775
7930,0.051,1e-05,0.562,7.481,106275,8.775
7940,0.035,1e-05,0.559,7.329,106406,8.775
7950,0.071,1e-05,0.571,7.766,106542,8.775
7960,0.05,1e-05,0.566,7.355,106672,8.775
7970,0.08,1e-05,0.558,7.256,106802,8.775
7980,0.03,1e-05,0.549,7.25,106934,8.775
7990,0.019,1e-05,0.557,7.349,107066,8.775
8000,0.02,1e-05,0.564,7.783,107204,8.775
8010,0.081,1e-05,0.573,7.563,107336,8.775
8020,0.039,1e-05,0.572,7.544,107468,8.775
8030,0.048,1e-05,0.566,7.469,107600,8.775
8040,0.05,1e-05,0.564,7.445,107732,8.775
8050,0.007,1e-05,0.572,7.781,107868,8.775
8060,0.042,1e-05,0.567,7.479,108000,8.775
8070,0.048,1e-05,0.567,7.602,108134,8.775
8080,0.012,1e-05,0.564,7.558,108268,8.775
8090,0.04,1e-05,0.561,7.737,108406,8.775
8100,0.023,1e-05,0.57,7.753,108542,8.775
8110,0.015,1e-05,0.568,7.952,108682,8.775
8120,0.046,1e-05,0.568,7.442,108813,8.775
8130,0.073,1e-05,0.557,7.239,108943,8.775
8140,0.026,1e-05,0.567,7.48,109075,8.775
8150,0.041,1e-05,0.565,7.681,109211,8.775
8160,0.064,1e-05,0.562,7.425,109343,8.775
8170,0.038,1e-05,0.559,7.44,109476,8.775
8180,0.023,1e-05,0.566,7.698,109612,8.775
8190,0.047,1e-05,0.567,7.706,109748,8.775
8200,0.05,1e-05,0.574,7.574,109880,8.775
8210,0.007,1e-05,0.574,7.928,110018,8.775
8220,0.039,1e-05,0.63,8.441,110152,8.775
8230,0.026,1e-05,0.655,8.907,110288,8.775
8240,0.012,1e-05,0.66,9.105,110426,8.775
8250,0.062,1e-05,0.659,8.767,110559,8.775
8260,0.041,1e-05,0.637,8.658,110695,8.775
8270,0.041,1e-05,0.577,7.969,110833,8.775
8280,0.05,1e-05,0.632,8.473,110967,8.775
8290,0.023,1e-05,0.646,8.915,111105,8.775
8300,0.076,1e-05,0.577,7.39,111233,8.775
8310,0.007,1e-05,0.57,7.868,111371,8.775
8320,0.04,1e-05,0.576,7.945,111509,8.775
8330,0.016,1e-05,0.576,7.949,111647,8.775
8340,0.044,1e-05,0.575,7.699,111781,8.775
8350,0.025,1e-05,0.584,7.936,111917,8.775
8360,0.024,1e-05,0.578,7.856,112053,8.775
8370,0.025,1e-05,0.579,7.869,112189,8.775
8380,0.004,1e-05,0.567,7.717,112325,8.775
8390,0.071,1e-05,0.558,7.259,112455,8.775
8400,0.016,1e-05,0.559,7.606,112591,8.775
8410,0.043,1e-05,0.561,7.568,112726,8.775
8420,0.041,1e-05,0.561,7.517,112860,8.775
8430,0.076,1e-05,0.559,7.607,112996,8.775
8440,0.029,1e-05,0.559,7.372,113128,8.775
8450,0.063,1e-05,0.565,7.456,113260,8.775
8460,0.069,1e-05,0.568,7.617,113394,8.775
8470,0.017,1e-05,0.566,7.693,113530,8.775
8480,0.029,1e-05,0.568,7.73,113666,8.775
8490,0.045,1e-05,0.565,7.465,113798,8.775
8500,0.074,1e-05,0.563,7.316,113928,8.775
8510,0.058,1e-05,0.567,7.599,114062,8.775
8520,0.035,1e-05,0.572,7.663,114196,8.775
8530,0.049,1e-05,0.629,8.435,114330,8.775
8540,0.02,1e-05,0.651,8.858,114466,8.775
8550,0.048,1e-05,0.655,8.652,114598,8.775
8560,0.013,1e-05,0.656,9.049,114736,8.775
8570,0.016,1e-05,0.658,8.817,114870,8.775
8580,0.108,1e-05,0.657,8.673,115002,8.775
8590,0.081,1e-05,0.656,8.401,115130,8.775
8600,0.013,1e-05,0.658,8.946,115266,8.775
8610,0.049,1e-05,0.656,8.928,115402,8.775
8620,0.054,1e-05,0.654,8.504,115532,8.775
8630,0.059,1e-05,0.655,8.78,115666,8.775
8640,0.074,1e-05,0.657,8.54,115796,8.775
8650,0.111,1e-05,0.658,8.554,115926,8.775
8660,0.035,1e-05,0.658,8.948,116062,8.775
8670,0.029,1e-05,0.656,8.921,116198,8.775
8680,0.059,1e-05,0.658,8.952,116334,8.775
8690,0.044,1e-05,0.657,8.679,116466,8.775
8700,0.031,1e-05,0.658,9.077,116604,8.775
8710,0.036,1e-05,0.643,8.87,116742,8.775
8720,0.033,1e-05,0.578,7.865,116878,8.775
8730,0.026,1e-05,0.6,7.926,117010,8.775
8740,0.03,1e-05,0.563,7.768,117148,8.775
8750,0.036,1e-05,0.567,7.653,117283,8.775
8760,0.027,1e-05,0.57,7.749,117419,8.775
8770,0.047,1e-05,0.562,7.412,117551,8.775
8780,0.027,1e-05,0.568,7.729,117687,8.775
8790,0.046,1e-05,0.583,7.81,117821,8.775
8800,0.016,1e-05,0.579,7.764,117955,8.775
8810,0.05,1e-05,0.535,6.952,118085,8.775
8820,0.024,1e-05,0.54,6.915,118213,8.775
8830,0.025,1e-05,0.547,7.496,118350,8.775
8840,0.08,1e-05,0.649,8.829,118486,8.775
8850,0.046,1e-05,0.611,8.304,118622,8.775
8860,0.007,1e-05,0.648,8.811,118758,8.775
8870,0.046,1e-05,0.598,8.009,118892,8.775
8880,0.061,1e-05,0.6,7.799,119022,8.775
8890,0.036,1e-05,0.577,7.734,119156,8.775
8900,0.037,1e-05,0.654,8.89,119292,8.775
8910,0.031,1e-05,0.572,7.781,119428,8.775
8920,0.025,1e-05,0.569,7.847,119566,8.775
8930,0.031,1e-05,0.571,7.651,119700,8.775
8940,0.058,1e-05,0.571,7.65,119834,8.775
8950,0.095,1e-05,0.56,7.281,119964,8.775
8960,0.053,1e-05,0.565,7.351,120094,8.775
8970,0.032,1e-05,0.575,7.595,120226,8.775
8980,0.048,1e-05,0.581,7.782,120360,8.775
8990,0.021,1e-05,0.579,7.993,120498,8.775
9000,0.029,1e-05,0.576,7.953,120636,8.775
9010,0.046,1e-05,0.578,7.863,120772,8.775
9020,0.01,1e-05,0.574,7.802,120908,8.775
9030,0.01,1e-05,0.576,7.947,121046,8.775
9040,0.045,1e-05,0.561,7.522,121180,8.775
9050,0.043,1e-05,0.612,8.318,121316,8.775
9060,0.03,1e-05,0.666,8.659,121446,8.775
9070,0.042,1e-05,0.672,9.138,121582,8.775
9080,0.042,1e-05,0.67,8.911,121715,8.775
9090,0.127,1e-05,0.668,8.489,121842,8.775
9100,0.036,1e-05,0.672,9.009,121976,8.775
9110,0.058,1e-05,0.67,9.118,122112,8.775
9120,0.074,1e-05,0.671,8.986,122246,8.775
9130,0.039,1e-05,0.67,8.972,122380,8.775
9140,0.076,1e-05,0.671,9.119,122516,8.775
9150,0.042,1e-05,0.671,8.72,122646,8.775
9160,0.038,1e-05,0.67,9.107,122782,8.775
9170,0.02,1e-05,0.671,9.253,122920,8.775
9180,0.023,1e-05,0.67,9.241,123058,8.775
9190,0.11,1e-05,0.672,9.066,123193,8.775
9200,0.017,1e-05,0.669,9.36,123333,8.775
9210,0.034,1e-05,0.672,8.866,123465,8.775
9220,0.037,1e-05,0.669,9.1,123601,8.775
9230,0.063,1e-05,0.671,8.722,123731,8.775
9240,0.021,1e-05,0.67,8.984,123865,8.775
9250,0.032,1e-05,0.672,9.138,124001,8.775
9260,0.042,1e-05,0.67,9.118,124137,8.775
9270,0.012,1e-05,0.67,9.11,124273,8.775
9280,0.047,1e-05,0.671,8.853,124405,8.775
9290,0.041,1e-05,0.669,8.964,124539,8.775
9300,0.083,1e-05,0.67,9.177,124676,8.775
9310,0.067,1e-05,0.672,8.601,124804,8.775
9320,0.005,1e-05,0.671,9.261,124942,8.775
9330,0.052,1e-05,0.667,9.076,125078,8.775
9340,0.017,1e-05,0.669,8.971,125212,8.775
9350,0.03,1e-05,0.671,9.396,125352,8.775
9360,0.044,1e-05,0.671,8.729,125482,8.775
9370,0.068,1e-05,0.67,8.983,125616,8.775
9380,0.032,1e-05,0.67,9.239,125754,8.775
9390,0.068,1e-05,0.671,8.988,125888,8.775
9400,0.037,1e-05,0.673,9.022,126022,8.775
9410,0.049,1e-05,0.671,8.923,126155,8.775
9420,0.046,1e-05,0.671,8.858,126287,8.775
9430,0.031,1e-05,0.669,9.038,126422,8.775
9440,0.054,1e-05,0.668,8.811,126554,8.775
9450,0.063,1e-05,0.67,8.981,126688,8.775
9460,0.007,1e-05,0.673,9.284,126826,8.775
9470,0.043,1e-05,0.67,8.779,126957,8.775
9480,0.027,1e-05,0.67,8.844,127089,8.775
9490,0.043,1e-05,0.666,8.927,127223,8.775
9500,0.039,1e-05,0.672,9.007,127357,8.775
9510,0.01,1e-05,0.671,9.264,127495,8.775
9520,0.009,1e-05,0.671,9.4,127635,8.775
9530,0.034,1e-05,0.67,8.913,127768,8.775
9540,0.025,1e-05,0.671,8.862,127900,8.775
9550,0.044,1e-05,0.671,9.13,128036,8.775
9560,0.044,1e-05,0.669,8.567,128164,8.775
9570,0.018,1e-05,0.668,9.217,128302,8.775
9580,0.029,1e-05,0.671,8.856,128434,8.775
9590,0.087,1e-05,0.672,9.0,128568,8.775
9600,0.032,1e-05,0.672,9.135,128704,8.775
9610,0.029,1e-05,0.668,9.082,128840,8.775
9620,0.065,1e-05,0.672,9.005,128974,8.775
9630,0.024,1e-05,0.672,9.003,129108,8.775
9640,0.046,1e-05,0.67,9.386,129248,8.775
9650,0.007,1e-05,0.669,9.238,129386,8.775
9660,0.011,1e-05,0.669,8.966,129520,8.775
9670,0.046,1e-05,0.672,9.072,129655,8.775
9680,0.066,1e-05,0.671,8.991,129789,8.775
9690,0.038,1e-05,0.672,9.276,129927,8.775
9700,0.075,1e-05,0.669,8.83,130059,8.775
9710,0.006,1e-05,0.671,9.123,130195,8.775
9720,0.076,1e-05,0.667,8.675,130325,8.775
9730,0.012,1e-05,0.671,9.131,130461,8.775
9740,0.014,1e-05,0.669,9.098,130597,8.775
9750,0.026,1e-05,0.668,9.216,130735,8.775
9760,0.066,1e-05,0.671,8.861,130867,8.775
9770,0.05,1e-05,0.669,8.83,130999,8.775
9780,0.008,1e-05,0.672,9.274,131137,8.775
9790,0.051,1e-05,0.67,8.774,131268,8.775
9800,0.05,1e-05,0.671,8.854,131400,8.775
9810,0.021,1e-05,0.671,9.062,131535,8.775
9820,0.061,1e-05,0.67,8.974,131669,8.775
9830,0.039,1e-05,0.674,8.624,131797,8.775
9840,0.007,1e-05,0.671,9.264,131935,8.775
9850,0.056,1e-05,0.674,8.891,132067,8.775
9860,0.042,1e-05,0.676,8.989,132200,8.775
9870,0.036,1e-05,0.675,8.913,132332,8.775
9880,0.094,1e-05,0.672,8.998,132466,8.775
9890,0.038,1e-05,0.671,9.13,132602,8.775
9900,0.018,1e-05,0.618,8.218,132735,8.775
9910,0.07,1e-05,0.573,7.674,132869,8.775
9920,0.002,1e-05,0.575,8.051,133009,8.775
9930,0.017,1e-05,0.578,8.093,133149,8.775
9940,0.043,1e-05,0.577,7.561,133280,8.775
9950,0.006,1e-05,0.577,7.727,133414,8.775
9960,0.011,1e-05,0.58,8.01,133552,8.775
9970,0.026,1e-05,0.58,8.118,133692,8.775
9980,0.043,1e-05,0.58,7.887,133828,8.775
9990,0.028,1e-05,0.578,7.624,133960,8.775
10000,0.002,1e-05,0.577,7.846,134096,8.775
10010,0.065,1e-05,0.579,7.816,134231,8.775
10020,0.03,1e-05,0.63,8.312,134363,8.775
10030,0.008,1e-05,0.655,8.904,134499,8.775
10040,0.003,1e-05,0.66,8.971,134635,8.775
10050,0.025,1e-05,0.625,8.377,134769,8.775
10060,0.037,1e-05,0.674,9.301,134907,8.775
10070,0.005,1e-05,0.649,8.822,135043,8.775
10080,0.042,1e-05,0.574,7.801,135179,8.775
10090,0.056,1e-05,0.575,7.589,135311,8.775
10100,0.074,1e-05,0.58,7.654,135443,8.775
10110,0.008,1e-05,0.575,7.94,135581,8.775
10120,0.045,1e-05,0.582,7.798,135715,8.775
10130,0.019,1e-05,0.579,7.868,135851,8.775
10140,0.048,1e-05,0.575,7.871,135988,8.775
10150,0.051,1e-05,0.58,7.715,136121,8.775
10160,0.077,1e-05,0.575,7.595,136253,8.775
10170,0.043,1e-05,0.575,7.595,136385,8.775
10180,0.057,1e-05,0.569,7.628,136519,8.775
10190,0.025,1e-05,0.58,8.006,136657,8.775
10200,0.047,1e-05,0.579,7.759,136791,8.775
10210,0.062,1e-05,0.576,7.599,136923,8.775
10220,0.07,1e-05,0.575,7.709,137057,8.775
10230,0.022,1e-05,0.578,7.405,137185,8.775
10240,0.054,1e-05,0.572,7.545,137317,8.775
10250,0.038,1e-05,0.566,7.588,137451,8.775
10260,0.043,1e-05,0.567,7.592,137585,8.775
10270,0.068,1e-05,0.602,7.953,137717,8.775
10280,0.048,1e-05,0.595,8.091,137853,8.775
10290,0.035,1e-05,0.578,7.739,137987,8.775
10300,0.013,1e-05,0.574,7.692,138121,8.775
10310,0.029,1e-05,0.571,7.652,138255,8.775
10320,0.055,1e-05,0.581,7.901,138391,8.775
10330,0.022,1e-05,0.581,8.014,138529,8.775
