iteration,train_loss,learning_rate,iterations_per_second,tokens_per_second,trained_tokens,peak_memory_gb
10610,0.013,1e-05,0.56,7.617,142229,8.755
10620,0.044,1e-05,0.559,7.663,142366,8.755
10630,0.02,1e-05,0.56,7.169,142494,8.755
10640,0.04,1e-05,0.559,7.605,142630,8.755
10650,0.03,1e-05,0.561,7.353,142761,8.755
10660,0.041,1e-05,0.558,7.368,142893,8.755
10670,0.006,1e-05,0.558,7.698,143031,8.755
10680,0.017,1e-05,0.556,7.566,143167,8.755
10690,0.104,1e-05,0.557,7.243,143297,8.755
10700,0.044,1e-05,0.554,7.206,143427,8.755
10710,0.023,1e-05,0.558,7.48,143561,8.755
10720,0.025,1e-05,0.558,7.369,143693,8.755
10730,0.011,1e-05,0.557,7.572,143829,8.755
10740,0.029,1e-05,0.557,7.576,143965,8.755
10750,0.015,1e-05,0.559,7.49,144099,8.755
10760,0.034,1e-05,0.559,7.489,144233,8.755
10770,0.021,1e-05,0.558,7.537,144368,8.755
10780,0.076,1e-05,0.558,7.478,144502,8.755
10790,0.05,1e-05,0.559,7.372,144634,8.755
10800,0.058,1e-05,0.558,7.588,144770,8.755
10810,0.035,1e-05,0.559,7.383,144902,8.755
10820,0.015,1e-05,0.559,7.598,145038,8.755
10830,0.004,1e-05,0.56,7.729,145176,8.755
10840,0.099,1e-05,0.56,7.389,145308,8.755
10850,0.018,1e-05,0.56,7.505,145442,8.755
10860,0.051,1e-05,0.559,7.603,145578,8.755
10870,0.061,1e-05,0.546,7.261,145711,8.755
10880,0.043,1e-05,0.561,7.515,145845,8.755
10890,0.025,1e-05,0.557,7.462,145979,8.755
10900,0.025,1e-05,0.557,7.685,146117,8.755
10910,0.081,1e-05,0.556,7.562,146253,8.755
10920,0.041,1e-05,0.557,7.52,146388,8.755
10930,0.018,1e-05,0.551,7.659,146527,8.755
10940,0.053,1e-05,0.558,7.359,146659,8.755
10950,0.043,1e-05,0.553,7.298,146791,8.755
10960,0.054,1e-05,0.557,7.406,146924,8.755
10970,0.048,1e-05,0.557,7.462,147058,8.755
10980,0.047,1e-05,0.558,7.248,147188,8.755
10990,0.03,1e-05,0.556,7.454,147322,8.755
11000,0.019,1e-05,0.554,7.308,147454,8.755
11010,0.024,1e-05,0.556,7.558,147590,8.755
11020,0.041,1e-05,0.557,7.458,147724,8.755
11030,0.018,1e-05,0.554,7.429,147858,8.755
11040,0.016,1e-05,0.559,7.825,147998,8.755
11050,0.054,1e-05,0.555,7.221,148128,8.755
11060,0.021,1e-05,0.558,7.483,148262,8.755
11070,0.064,1e-05,0.543,7.274,148396,8.755
11080,0.041,1e-05,0.56,7.498,148530,8.755
11090,0.076,1e-05,0.556,7.12,148658,8.755
11100,0.014,1e-05,0.558,7.474,148792,8.755
11110,0.038,1e-05,0.558,7.258,148922,8.755
11120,0.037,1e-05,0.559,7.601,149058,8.755
11130,0.051,1e-05,0.559,7.655,149195,8.755
11140,0.044,1e-05,0.557,7.346,149327,8.755
11150,0.031,1e-05,0.555,7.603,149464,8.755
11160,0.023,1e-05,0.559,7.598,149600,8.755
11170,0.015,1e-05,0.557,7.739,149739,8.755
11180,0.048,1e-05,0.56,7.277,149869,8.755
11190,0.054,1e-05,0.558,7.474,150003,8.755
11200,0.024,1e-05,0.56,7.728,150141,8.755
11210,0.066,1e-05,0.556,7.338,150273,8.755
11220,0.024,1e-05,0.559,7.553,150408,8.755
11230,0.065,1e-05,0.557,7.241,150538,8.755
11240,0.037,1e-05,0.556,7.456,150672,8.755
11250,0.059,1e-05,0.56,7.559,150807,8.755
11260,0.01,1e-05,0.559,7.716,150945,8.755
11270,0.082,1e-05,0.558,7.418,151078,8.755
11280,0.023,1e-05,0.558,7.308,151209,8.755
11290,0.062,1e-05,0.541,7.091,151340,8.804
11300,0.017,1e-05,0.561,7.683,151477,8.804
11310,0.036,1e-05,0.558,7.474,151611,8.804
11320,0.061,1e-05,0.558,7.474,151745,8.804
11330,0.016,1e-05,0.557,7.346,151877,8.804
11340,0.068,1e-05,0.559,7.38,152009,8.804
11350,0.017,1e-05,0.559,7.602,152145,8.804
11360,0.041,1e-05,0.561,7.4,152277,8.804
11370,0.015,1e-05,0.557,7.468,152411,8.804
11380,0.069,1e-05,0.561,7.632,152547,8.804
11390,0.056,1e-05,0.56,7.336,152678,8.804
11400,0.05,1e-05,0.559,7.215,152807,8.804
11410,0.051,1e-05,0.559,7.717,152945,8.804
11420,0.022,1e-05,0.559,7.491,153079,8.804
11430,0.026,1e-05,0.556,7.556,153215,8.804
11440,0.033,1e-05,0.558,7.483,153349,8.804
11450,0.012,1e-05,0.56,7.501,153483,8.804
11460,0.012,1e-05,0.56,7.838,153623,8.804
11470,0.048,1e-05,0.561,7.297,153753,8.804
11480,0.022,1e-05,0.558,7.695,153891,8.804
11490,0.042,1e-05,0.558,7.699,154029,8.804
11500,0.024,1e-05,0.558,7.359,154161,8.804
11510,0.052,1e-05,0.56,7.274,154291,8.804
11520,0.084,1e-05,0.559,7.266,154421,8.804
11530,0.021,1e-05,0.559,7.385,154553,8.804
11540,0.011,1e-05,0.542,7.157,154685,8.804
11550,0.112,1e-05,0.558,7.146,154813,8.804
11560,0.014,1e-05,0.558,7.585,154949,8.804
11570,0.034,1e-05,0.559,7.49,155083,8.804
11580,0.059,1e-05,0.557,7.358,155215,8.804
11590,0.007,1e-05,0.56,7.621,155351,8.804
11600,0.029,1e-05,0.557,7.633,155488,8.804
11610,0.057,1e-05,0.558,7.366,155620,8.804
11620,0.005,1e-05,0.558,7.59,155756,8.804
11630,0.011,1e-05,0.559,7.831,155896,8.804
11640,0.082,1e-05,0.56,7.621,156032,8.804
11650,0.034,1e-05,0.555,7.547,156168,8.804
11660,0.016,1e-05,0.557,7.414,156301,8.804
11670,0.069,1e-05,0.56,7.393,156433,8.804
11680,0.012,1e-05,0.557,7.682,156571,8.804
11690,0.063,1e-05,0.559,7.372,156703,8.804
11700,0.008,1e-05,0.558,7.592,156839,8.804
11710,0.019,1e-05,0.56,7.567,156974,8.804
11720,0.044,1e-05,0.559,7.489,157108,8.804
11730,0.054,1e-05,0.559,7.663,157245,8.804
11740,0.019,1e-05,0.561,7.568,157380,8.804
11750,0.016,1e-05,0.558,7.589,157516,8.804
11760,0.026,1e-05,0.56,7.505,157650,8.804
11770,0.056,1e-05,0.556,7.557,157786,8.804
11780,0.129,1e-05,0.559,7.379,157918,8.804
11790,0.032,1e-05,0.558,7.477,158052,8.804
11800,0.07,1e-05,0.558,7.421,158185,8.804
11810,0.052,1e-05,0.56,7.393,158317,8.804
11820,0.045,1e-05,0.559,7.608,158453,8.804
11830,0.01,1e-05,0.557,7.691,158591,8.804
11840,0.065,1e-05,0.561,7.567,158726,8.804
11850,0.045,1e-05,0.556,7.231,158856,8.804
11860,0.035,1e-05,0.56,7.616,158992,8.804
11870,0.08,1e-05,0.556,7.388,159125,8.804
11880,0.042,1e-05,0.561,7.685,159262,8.804
11890,0.009,1e-05,0.558,7.539,159397,8.804
11900,0.067,1e-05,0.559,7.272,159527,8.804
11910,0.027,1e-05,0.559,7.6,159663,8.804
11920,0.04,1e-05,0.557,7.576,159799,8.804
11930,0.06,1e-05,0.561,7.406,159931,8.804
11940,0.02,1e-05,0.559,7.609,160067,8.804
11950,0.059,1e-05,0.56,7.397,160199,8.804
11960,0.034,1e-05,0.557,7.414,160332,8.804
11970,0.042,1e-05,0.558,7.471,160466,8.804
11980,0.104,1e-05,0.56,7.61,160602,8.804
11990,0.009,1e-05,0.558,7.475,160736,8.804
