epoch,eval_accuracy,eval_loss,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,eval_weighted_f1,grad_norm,learning_rate,loss,step,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
0.005780346820809248,,,,,,,,,,3.8054049015045166,0.0,1.4142272472381592,1,,,,,
0.14450867052023122,,,,,,,,,,2.1890008449554443,5.517241379310345e-06,1.3782545725504558,25,,,,,
0.28901734104046245,,,,,,,,,,2.7532031536102295,1.1264367816091955e-05,1.3109162902832032,50,,,,,
0.43352601156069365,,,,,,,,,,7.250985622406006,1.7011494252873563e-05,1.2134638977050782,75,,,,,
0.5780346820809249,,,,,,,,,,16.350404739379883,1.9691516709511568e-05,1.0629718780517579,100,,,,,
0.7225433526011561,,,,,,,,,,9.96692180633545,1.9048843187660672e-05,0.8823401641845703,125,,,,,
0.8670520231213873,,,,,,,,,,32.23461151123047,1.840616966580977e-05,0.7020407104492188,150,,,,,
1.0,0.7975460122699386,0.6457585096359253,0.7542303382404463,0.7939522989870212,0.7300319926526596,2.9385,166.41,5.445,0.7936876245348234,,,,173,,,,,
1.0115606936416186,,,,,,,,,,20.697174072265625,1.776349614395887e-05,0.6294109725952148,175,,,,,
1.1560693641618498,,,,,,,,,,50.626953125,1.712082262210797e-05,0.5249949645996094,200,,,,,
1.300578034682081,,,,,,,,,,44.97073745727539,1.647814910025707e-05,0.5657033920288086,225,,,,,
1.4450867052023122,,,,,,,,,,32.9561767578125,1.583547557840617e-05,0.5819531631469727,250,,,,,
1.5895953757225434,,,,,,,,,,13.691091537475586,1.5192802056555272e-05,0.5849504852294922,275,,,,,
1.7341040462427746,,,,,,,,,,34.887725830078125,1.455012853470437e-05,0.5548173141479492,300,,,,,
1.8786127167630058,,,,,,,,,,13.102547645568848,1.3907455012853473e-05,0.4876736831665039,325,,,,,
2.0,0.8159509202453987,0.5672093033790588,0.7796830189690489,0.7840449691422231,0.7762846448563868,2.9317,166.796,5.458,0.816212330286917,,,,346,,,,,
2.023121387283237,,,,,,,,,,8.846617698669434,1.3264781491002572e-05,0.4723966979980469,350,,,,,
2.167630057803468,,,,,,,,,,23.982267379760742,1.262210796915167e-05,0.3434495544433594,375,,,,,
2.3121387283236996,,,,,,,,,,18.784496307373047,1.1979434447300773e-05,0.3459352111816406,400,,,,,
2.4566473988439306,,,,,,,,,,22.35638999938965,1.1336760925449872e-05,0.3484201431274414,425,,,,,
2.601156069364162,,,,,,,,,,17.947954177856445,1.069408740359897e-05,0.3764422607421875,450,,,,,
2.745664739884393,,,,,,,,,,15.575613021850586,1.0051413881748073e-05,0.42482189178466795,475,,,,,
2.8901734104046244,,,,,,,,,,29.766164779663086,9.408740359897172e-06,0.32880100250244143,500,,,,,
3.0,0.7995910020449898,0.670050323009491,0.771375667294019,0.7781024762494515,0.7773101952895721,2.8884,169.299,5.539,0.799511009493295,,,,519,,,,,
3.0346820809248554,,,,,,,,,,4.954235553741455,8.766066838046273e-06,0.3538564300537109,525,,,,,
3.179190751445087,,,,,,,,,,12.375907897949219,8.123393316195373e-06,0.2483116340637207,550,,,,,
3.3236994219653178,,,,,,,,,,42.81499099731445,7.480719794344473e-06,0.2681064987182617,575,,,,,
3.468208092485549,,,,,,,,,,45.05587387084961,6.8380462724935734e-06,0.2730644989013672,600,,,,,
3.61271676300578,,,,,,,,,,1.8650622367858887,6.195372750642674e-06,0.20990682601928712,625,,,,,
3.7572254335260116,,,,,,,,,,42.011898040771484,5.552699228791775e-06,0.19792631149291992,650,,,,,
3.901734104046243,,,,,,,,,,18.97770881652832,4.910025706940874e-06,0.20419008255004883,675,,,,,
4.0,0.8098159509202454,0.7653725147247314,0.7795859555760989,0.783742755566775,0.7766033366954824,2.7438,178.217,5.831,0.8095077299758495,,,,692,,,,,
4.046242774566474,,,,,,,,,,16.796524047851562,4.267352185089975e-06,0.30596424102783204,700,,,,,
4.190751445086705,,,,,,,,,,5.648838996887207,3.6246786632390746e-06,0.18250684738159179,725,,,,,
4.335260115606936,,,,,,,,,,47.12944793701172,2.982005141388175e-06,0.18104000091552735,750,,,,,
4.479768786127168,,,,,,,,,,31.268949508666992,2.3393316195372753e-06,0.11913861274719238,775,,,,,
4.624277456647399,,,,,,,,,,26.546480178833008,1.6966580976863755e-06,0.1882725715637207,800,,,,,
4.76878612716763,,,,,,,,,,6.877920627593994,1.0539845758354757e-06,0.15391440391540528,825,,,,,
4.913294797687861,,,,,,,,,,16.288774490356445,4.1131105398457585e-07,0.09181801795959472,850,,,,,
5.0,0.8118609406952966,0.8314099311828613,0.7802211621828549,0.788141424951018,0.7751307818991013,2.9244,167.214,5.471,0.8111367928633832,,,,865,,,,,
5.0,,,,,,,,,,,,,865,313675121715072.0,0.46963430636190956,381.0292,36.323,2.27
